country_name, 1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
South Korea,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.068*,0.126*,0.184*,0.242*,0.300,0.360*,0.420*,0.480*,0.540*,0.600,0.644*,0.688*,0.732*,0.776*,0.820,0.948*,1.076*,1.204*,1.332*,1.460,1.560*,1.660*,1.760*,1.860*,1.960,2.042*,2.124*,2.206*,2.288*,2.370,2.456*,2.542*,2.628*,2.714*,2.800,2.888*,2.976*,3.064*,3.152*,3.240,3.318*,3.396*,3.474*,3.552*,3.630,3.696*,3.762*,3.828*,3.894*,3.960,4.096*,4.232*,4.368*,4.504*,4.640,4.756*,4.872*,4.988*,5.104*,5.220,5.068*,4.916*,4.764*,4.612*,4.460,4.704*,4.948*,5.192*,5.436*,5.680,5.862*,6.044*,6.226*,6.408*,6.590,6.780*,6.970*,7.160*,7.350*,7.540,7.754*,7.968*,8.182*,8.396*,8.610,8.792*,8.974*,9.156*,9.338*,9.520,9.708*,9.896*,10.084*,10.272*,10.460,10.602*,10.744*,10.886*,11.028*,11.170,11.296*,11.422*,11.548*,11.674*,11.800,11.894*,11.988*,12.082*,12.176*,12.270,12.408*,12.546*,12.684*,12.822*,12.960,13.034*,13.108*,13.182*,13.256*,13.330,13.400*,13.470*,13.540*,13.610*,13.680,
Mauritania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.100,5.190*,5.280*,5.370*,5.460*,5.550,
Algeria,0.100,0.106*,0.112*,0.118*,0.124*,0.130,0.136*,0.142*,0.148*,0.154*,0.160,0.168*,0.176*,0.184*,0.192*,0.200,0.206*,0.212*,0.218*,0.224*,0.230,0.238*,0.246*,0.254*,0.262*,0.270,0.294*,0.318*,0.342*,0.366*,0.390,0.414*,0.438*,0.462*,0.486*,0.510,0.528*,0.546*,0.564*,0.582*,0.600,0.596*,0.592*,0.588*,0.584*,0.580,0.594*,0.608*,0.622*,0.636*,0.650,0.662*,0.674*,0.686*,0.698*,0.710,0.716*,0.722*,0.728*,0.734*,0.740,0.748*,0.756*,0.764*,0.772*,0.780,0.784*,0.788*,0.792*,0.796*,0.800,0.804*,0.808*,0.812*,0.816*,0.820,0.822*,0.824*,0.826*,0.828*,0.830,0.828*,0.826*,0.824*,0.822*,0.820,0.836*,0.852*,0.868*,0.884*,0.900,0.950*,1.000*,1.050*,1.100*,1.150,1.258*,1.366*,1.474*,1.582*,1.690,1.804*,1.918*,2.032*,2.146*,2.260,2.408*,2.556*,2.704*,2.852*,3.000,3.256*,3.512*,3.768*,4.024*,4.280,4.434*,4.588*,4.742*,4.896*,5.050,5.192*,5.334*,5.476*,5.618*,5.760,5.820*,5.880*,5.940*,6.000*,6.060,6.134*,6.208*,6.282*,6.356*,6.430,6.544*,6.658*,6.772*,6.886*,7.000,7.110*,7.220*,7.330*,7.440*,7.550,7.676*,7.802*,7.928*,8.054*,8.180,
Peru,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.042*,0.044*,0.046*,0.048*,0.050,0.054*,0.058*,0.062*,0.066*,0.070,0.076*,0.082*,0.088*,0.094*,0.100,0.110*,0.120*,0.130*,0.140*,0.150,0.164*,0.178*,0.192*,0.206*,0.220,0.270*,0.320*,0.370*,0.420*,0.470,0.518*,0.566*,0.614*,0.662*,0.710,0.748*,0.786*,0.824*,0.862*,0.900,1.008*,1.116*,1.224*,1.332*,1.440,1.488*,1.536*,1.584*,1.632*,1.680,1.722*,1.764*,1.806*,1.848*,1.890,1.942*,1.994*,2.046*,2.098*,2.150,2.200*,2.250*,2.300*,2.350*,2.400,2.464*,2.528*,2.592*,2.656*,2.720,2.758*,2.796*,2.834*,2.872*,2.910,2.948*,2.986*,3.024*,3.062*,3.100,3.144*,3.188*,3.232*,3.276*,3.320,3.414*,3.508*,3.602*,3.696*,3.790,3.926*,4.062*,4.198*,4.334*,4.470,4.662*,4.854*,5.046*,5.238*,5.430,5.584*,5.738*,5.892*,6.046*,6.200,6.310*,6.420*,6.530*,6.640*,6.750,6.878*,7.006*,7.134*,7.262*,7.390,7.530*,7.670*,7.810*,7.950*,8.090,8.282*,8.474*,8.666*,8.858*,9.050,9.216*,9.382*,9.548*,9.714*,9.880,9.760*,9.640*,9.520*,9.400*,9.280,9.346*,9.412*,9.478*,9.544*,9.610,9.680*,9.750*,9.820*,9.890*,9.960,
Mozambique,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.030*,0.030*,0.030*,0.030*,0.030,0.038*,0.046*,0.054*,0.062*,0.070,0.080*,0.090*,0.100*,0.110*,0.120,0.126*,0.132*,0.138*,0.144*,0.150,0.198*,0.246*,0.294*,0.342*,0.390,0.400*,0.410*,0.420*,0.430*,0.440,0.456*,0.472*,0.488*,0.504*,0.520,0.556*,0.592*,0.628*,0.664*,0.700,0.736*,0.772*,0.808*,0.844*,0.880,0.916*,0.952*,0.988*,1.024*,1.060,1.060*,1.060*,1.060*,1.060*,1.060,1.048*,1.036*,1.024*,1.012*,1.000,1.038*,1.076*,1.114*,1.152*,1.190,1.202*,1.214*,1.226*,1.238*,1.250,1.212*,1.174*,1.136*,1.098*,1.060,1.044*,1.028*,1.012*,0.996*,0.980,1.010*,1.040*,1.070*,1.100*,1.130,1.172*,1.214*,1.256*,1.298*,1.340,1.478*,1.616*,1.754*,1.892*,2.030,2.286*,2.542*,2.798*,3.054*,3.310,3.492*,3.674*,3.856*,4.038*,4.220,
Costa Rica,0.320,0.336*,0.352*,0.368*,0.384*,0.400,0.416*,0.432*,0.448*,0.464*,0.480,0.502*,0.524*,0.546*,0.568*,0.590,0.616*,0.642*,0.668*,0.694*,0.720,0.750*,0.780*,0.810*,0.840*,0.870,1.008*,1.146*,1.284*,1.422*,1.560,1.626*,1.692*,1.758*,1.824*,1.890,1.954*,2.018*,2.082*,2.146*,2.210,2.258*,2.306*,2.354*,2.402*,2.450,2.502*,2.554*,2.606*,2.658*,2.710,2.766*,2.822*,2.878*,2.934*,2.990,3.018*,3.046*,3.074*,3.102*,3.130,3.160*,3.190*,3.220*,3.250*,3.280,3.310*,3.340*,3.370*,3.400*,3.430,3.468*,3.506*,3.544*,3.582*,3.620,3.616*,3.612*,3.608*,3.604*,3.600,3.644*,3.688*,3.732*,3.776*,3.820,3.848*,3.876*,3.904*,3.932*,3.960,4.012*,4.064*,4.116*,4.168*,4.220,4.182*,4.144*,4.106*,4.068*,4.030,4.284*,4.538*,4.792*,5.046*,5.300,5.492*,5.684*,5.876*,6.068*,6.260,6.384*,6.508*,6.632*,6.756*,6.880,6.960*,7.040*,7.120*,7.200*,7.280,7.346*,7.412*,7.478*,7.544*,7.610,7.680*,7.750*,7.820*,7.890*,7.960,8.072*,8.184*,8.296*,8.408*,8.520,8.502*,8.484*,8.466*,8.448*,8.430,8.498*,8.566*,8.634*,8.702*,8.770,8.840*,8.910*,8.980*,9.050*,9.120,
El Salvador,0.220,0.230*,0.240*,0.250*,0.260*,0.270,0.284*,0.298*,0.312*,0.326*,0.340,0.356*,0.372*,0.388*,0.404*,0.420,0.438*,0.456*,0.474*,0.492*,0.510,0.528*,0.546*,0.564*,0.582*,0.600,0.644*,0.688*,0.732*,0.776*,0.820,0.840*,0.860*,0.880*,0.900*,0.920,0.966*,1.012*,1.058*,1.104*,1.150,1.162*,1.174*,1.186*,1.198*,1.210,1.224*,1.238*,1.252*,1.266*,1.280,1.294*,1.308*,1.322*,1.336*,1.350,1.362*,1.374*,1.386*,1.398*,1.410,1.410*,1.410*,1.410*,1.410*,1.410,1.410*,1.410*,1.410*,1.410*,1.410,1.436*,1.462*,1.488*,1.514*,1.540,1.542*,1.544*,1.546*,1.548*,1.550,1.580*,1.610*,1.640*,1.670*,1.700,1.756*,1.812*,1.868*,1.924*,1.980,2.066*,2.152*,2.238*,2.324*,2.410,2.508*,2.606*,2.704*,2.802*,2.900,2.994*,3.088*,3.182*,3.276*,3.370,3.444*,3.518*,3.592*,3.666*,3.740,3.906*,4.072*,4.238*,4.404*,4.570,4.672*,4.774*,4.876*,4.978*,5.080,5.224*,5.368*,5.512*,5.656*,5.800,6.048*,6.296*,6.544*,6.792*,7.040,7.248*,7.456*,7.664*,7.872*,8.080,8.076*,8.072*,8.068*,8.064*,8.060,7.982*,7.904*,7.826*,7.748*,7.670,7.756*,7.842*,7.928*,8.014*,8.100,
Guatemala,0.220,0.228*,0.236*,0.244*,0.252*,0.260,0.272*,0.284*,0.296*,0.308*,0.320,0.332*,0.344*,0.356*,0.368*,0.380,0.396*,0.412*,0.428*,0.444*,0.460,0.486*,0.512*,0.538*,0.564*,0.590,0.640*,0.690*,0.740*,0.790*,0.840,0.854*,0.868*,0.882*,0.896*,0.910,0.942*,0.974*,1.006*,1.038*,1.070,1.096*,1.122*,1.148*,1.174*,1.200,1.222*,1.244*,1.266*,1.288*,1.310,1.304*,1.298*,1.292*,1.286*,1.280,1.282*,1.284*,1.286*,1.288*,1.290,1.316*,1.342*,1.368*,1.394*,1.420,1.422*,1.424*,1.426*,1.428*,1.430,1.426*,1.422*,1.418*,1.414*,1.410,1.392*,1.374*,1.356*,1.338*,1.320,1.326*,1.332*,1.338*,1.344*,1.350,1.362*,1.374*,1.386*,1.398*,1.410,1.430*,1.450*,1.470*,1.490*,1.510,1.564*,1.618*,1.672*,1.726*,1.780,1.846*,1.912*,1.978*,2.044*,2.110,2.276*,2.442*,2.608*,2.774*,2.940,3.006*,3.072*,3.138*,3.204*,3.270,3.348*,3.426*,3.504*,3.582*,3.660,3.720*,3.780*,3.840*,3.900*,3.960,4.038*,4.116*,4.194*,4.272*,4.350,4.346*,4.342*,4.338*,4.334*,4.330,4.506*,4.682*,4.858*,5.034*,5.210,5.312*,5.414*,5.516*,5.618*,5.720,5.828*,5.936*,6.044*,6.152*,6.260,
Belize,0.400,0.420*,0.440*,0.460*,0.480*,0.500,0.522*,0.544*,0.566*,0.588*,0.610,0.640*,0.670*,0.700*,0.730*,0.760,0.796*,0.832*,0.868*,0.904*,0.940,0.980*,1.020*,1.060*,1.100*,1.140,1.184*,1.228*,1.272*,1.316*,1.360,1.484*,1.608*,1.732*,1.856*,1.980,2.096*,2.212*,2.328*,2.444*,2.560,2.660*,2.760*,2.860*,2.960*,3.060,3.204*,3.348*,3.492*,3.636*,3.780,3.854*,3.928*,4.002*,4.076*,4.150,4.226*,4.302*,4.378*,4.454*,4.530,4.606*,4.682*,4.758*,4.834*,4.910,4.988*,5.066*,5.144*,5.222*,5.300,5.370*,5.440*,5.510*,5.580*,5.650,5.976*,6.302*,6.628*,6.954*,7.280,7.316*,7.352*,7.388*,7.424*,7.460,7.528*,7.596*,7.664*,7.732*,7.800,7.822*,7.844*,7.866*,7.888*,7.910,7.900*,7.890*,7.880*,7.870*,7.860,7.910*,7.960*,8.010*,8.060*,8.110,8.064*,8.018*,7.972*,7.926*,7.880,7.924*,7.968*,8.012*,8.056*,8.100,8.274*,8.448*,8.622*,8.796*,8.970,9.100*,9.230*,9.360*,9.490*,9.620,9.734*,9.848*,9.962*,10.076*,10.190,10.306*,10.422*,10.538*,10.654*,10.770,10.872*,10.974*,11.076*,11.178*,11.280,11.136*,10.992*,10.848*,10.704*,10.560,10.590*,10.620*,10.650*,10.680*,10.710,
Venezuela,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.042*,0.044*,0.046*,0.048*,0.050,0.128*,0.206*,0.284*,0.362*,0.440,0.466*,0.492*,0.518*,0.544*,0.570,0.582*,0.594*,0.606*,0.618*,0.630,0.652*,0.674*,0.696*,0.718*,0.740,0.760*,0.780*,0.800*,0.820*,0.840,0.858*,0.876*,0.894*,0.912*,0.930,0.940*,0.950*,0.960*,0.970*,0.980,1.014*,1.048*,1.082*,1.116*,1.150,1.184*,1.218*,1.252*,1.286*,1.320,1.374*,1.428*,1.482*,1.536*,1.590,1.602*,1.614*,1.626*,1.638*,1.650,1.722*,1.794*,1.866*,1.938*,2.010,2.096*,2.182*,2.268*,2.354*,2.440,2.502*,2.564*,2.626*,2.688*,2.750,2.898*,3.046*,3.194*,3.342*,3.490,3.694*,3.898*,4.102*,4.306*,4.510,4.702*,4.894*,5.086*,5.278*,5.470,5.442*,5.414*,5.386*,5.358*,5.330,5.316*,5.302*,5.288*,5.274*,5.260,5.430*,5.600*,5.770*,5.940*,6.110,6.290*,6.470*,6.650*,6.830*,7.010,7.168*,7.326*,7.484*,7.642*,7.800,7.996*,8.192*,8.388*,8.584*,8.780,8.828*,8.876*,8.924*,8.972*,9.020,9.082*,9.144*,9.206*,9.268*,9.330,
Guyana,0.250,0.276*,0.302*,0.328*,0.354*,0.380,0.430*,0.480*,0.530*,0.580*,0.630,0.678*,0.726*,0.774*,0.822*,0.870,0.918*,0.966*,1.014*,1.062*,1.110,1.148*,1.186*,1.224*,1.262*,1.300,1.352*,1.404*,1.456*,1.508*,1.560,1.606*,1.652*,1.698*,1.744*,1.790,1.828*,1.866*,1.904*,1.942*,1.980,2.044*,2.108*,2.172*,2.236*,2.300,2.356*,2.412*,2.468*,2.524*,2.580,2.614*,2.648*,2.682*,2.716*,2.750,2.794*,2.838*,2.882*,2.926*,2.970,3.016*,3.062*,3.108*,3.154*,3.200,3.248*,3.296*,3.344*,3.392*,3.440,3.470*,3.500*,3.530*,3.560*,3.590,3.744*,3.898*,4.052*,4.206*,4.360,4.408*,4.456*,4.504*,4.552*,4.600,4.662*,4.724*,4.786*,4.848*,4.910,4.998*,5.086*,5.174*,5.262*,5.350,5.432*,5.514*,5.596*,5.678*,5.760,5.840*,5.920*,6.000*,6.080*,6.160,6.258*,6.356*,6.454*,6.552*,6.650,6.728*,6.806*,6.884*,6.962*,7.040,7.086*,7.132*,7.178*,7.224*,7.270,7.400*,7.530*,7.660*,7.790*,7.920,8.022*,8.124*,8.226*,8.328*,8.430,8.502*,8.574*,8.646*,8.718*,8.790,8.832*,8.874*,8.916*,8.958*,9.000,8.864*,8.728*,8.592*,8.456*,8.320,8.360*,8.400*,8.440*,8.480*,8.520,
Honduras,0.250,0.260*,0.270*,0.280*,0.290*,0.300,0.314*,0.328*,0.342*,0.356*,0.370,0.388*,0.406*,0.424*,0.442*,0.460,0.478*,0.496*,0.514*,0.532*,0.550,0.572*,0.594*,0.616*,0.638*,0.660,0.680*,0.700*,0.720*,0.740*,0.760,0.796*,0.832*,0.868*,0.904*,0.940,0.972*,1.004*,1.036*,1.068*,1.100,1.124*,1.148*,1.172*,1.196*,1.220,1.280*,1.340*,1.400*,1.460*,1.520,1.530*,1.540*,1.550*,1.560*,1.570,1.566*,1.562*,1.558*,1.554*,1.550,1.542*,1.534*,1.526*,1.518*,1.510,1.512*,1.514*,1.516*,1.518*,1.520,1.530*,1.540*,1.550*,1.560*,1.570,1.586*,1.602*,1.618*,1.634*,1.650,1.670*,1.690*,1.710*,1.730*,1.750,1.786*,1.822*,1.858*,1.894*,1.930,1.970*,2.010*,2.050*,2.090*,2.130,2.180*,2.230*,2.280*,2.330*,2.380,2.450*,2.520*,2.590*,2.660*,2.730,2.932*,3.134*,3.336*,3.538*,3.740,3.922*,4.104*,4.286*,4.468*,4.650,4.734*,4.818*,4.902*,4.986*,5.070,5.150*,5.230*,5.310*,5.390*,5.470,5.550*,5.630*,5.710*,5.790*,5.870,5.944*,6.018*,6.092*,6.166*,6.240,6.312*,6.384*,6.456*,6.528*,6.600,6.688*,6.776*,6.864*,6.952*,7.040,7.134*,7.228*,7.322*,7.416*,7.510,
Nicaragua,0.160,0.168*,0.176*,0.184*,0.192*,0.200,0.210*,0.220*,0.230*,0.240*,0.250,0.262*,0.274*,0.286*,0.298*,0.310,0.324*,0.338*,0.352*,0.366*,0.380,0.396*,0.412*,0.428*,0.444*,0.460,0.540*,0.620*,0.700*,0.780*,0.860,0.890*,0.920*,0.950*,0.980*,1.010,1.026*,1.042*,1.058*,1.074*,1.090,1.106*,1.122*,1.138*,1.154*,1.170,1.192*,1.214*,1.236*,1.258*,1.280,1.306*,1.332*,1.358*,1.384*,1.410,1.424*,1.438*,1.452*,1.466*,1.480,1.484*,1.488*,1.492*,1.496*,1.500,1.504*,1.508*,1.512*,1.516*,1.520,1.524*,1.528*,1.532*,1.536*,1.540,1.540*,1.540*,1.540*,1.540*,1.540,1.598*,1.656*,1.714*,1.772*,1.830,1.902*,1.974*,2.046*,2.118*,2.190,2.274*,2.358*,2.442*,2.526*,2.610,2.702*,2.794*,2.886*,2.978*,3.070,3.132*,3.194*,3.256*,3.318*,3.380,3.472*,3.564*,3.656*,3.748*,3.840,3.914*,3.988*,4.062*,4.136*,4.210,4.296*,4.382*,4.468*,4.554*,4.640,4.750*,4.860*,4.970*,5.080*,5.190,5.292*,5.394*,5.496*,5.598*,5.700,5.816*,5.932*,6.048*,6.164*,6.280,6.388*,6.496*,6.604*,6.712*,6.820,6.906*,6.992*,7.078*,7.164*,7.250,7.352*,7.454*,7.556*,7.658*,7.760,
Malawi,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.042*,0.064*,0.086*,0.108*,0.130,0.150*,0.170*,0.190*,0.210*,0.230,0.246*,0.262*,0.278*,0.294*,0.310,0.332*,0.354*,0.376*,0.398*,0.420,0.438*,0.456*,0.474*,0.492*,0.510,0.532*,0.554*,0.576*,0.598*,0.620,0.640*,0.660*,0.680*,0.700*,0.720,0.744*,0.768*,0.792*,0.816*,0.840,0.868*,0.896*,0.924*,0.952*,0.980,0.996*,1.012*,1.028*,1.044*,1.060,1.072*,1.084*,1.096*,1.108*,1.120,1.156*,1.192*,1.228*,1.264*,1.300,1.366*,1.432*,1.498*,1.564*,1.630,1.696*,1.762*,1.828*,1.894*,1.960,2.068*,2.176*,2.284*,2.392*,2.500,2.592*,2.684*,2.776*,2.868*,2.960,2.996*,3.032*,3.068*,3.104*,3.140,3.172*,3.204*,3.236*,3.268*,3.300,3.386*,3.472*,3.558*,3.644*,3.730,3.918*,4.106*,4.294*,4.482*,4.670,4.738*,4.806*,4.874*,4.942*,5.010,4.980*,4.950*,4.920*,4.890*,4.860,4.970*,5.080*,5.190*,5.300*,5.410,
Zambia,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.010*,0.010*,0.010*,0.010*,0.010,0.040*,0.070*,0.100*,0.130*,0.160,0.186*,0.212*,0.238*,0.264*,0.290,0.310*,0.330*,0.350*,0.370*,0.390,0.408*,0.426*,0.444*,0.462*,0.480,0.578*,0.676*,0.774*,0.872*,0.970,1.004*,1.038*,1.072*,1.106*,1.140,1.176*,1.212*,1.248*,1.284*,1.320,1.368*,1.416*,1.464*,1.512*,1.560,1.616*,1.672*,1.728*,1.784*,1.840,1.878*,1.916*,1.954*,1.992*,2.030,2.096*,2.162*,2.228*,2.294*,2.360,2.424*,2.488*,2.552*,2.616*,2.680,2.768*,2.856*,2.944*,3.032*,3.120,3.258*,3.396*,3.534*,3.672*,3.810,3.920*,4.030*,4.140*,4.250*,4.360,4.442*,4.524*,4.606*,4.688*,4.770,4.820*,4.870*,4.920*,4.970*,5.020,5.222*,5.424*,5.626*,5.828*,6.030,6.094*,6.158*,6.222*,6.286*,6.350,6.398*,6.446*,6.494*,6.542*,6.590,6.752*,6.914*,7.076*,7.238*,7.400,7.500*,7.600*,7.700*,7.800*,7.900,7.994*,8.088*,8.182*,8.276*,8.370,
South Africa,0.680,0.704*,0.728*,0.752*,0.776*,0.800,0.832*,0.864*,0.896*,0.928*,0.960,0.998*,1.036*,1.074*,1.112*,1.150,1.180*,1.210*,1.240*,1.270*,1.300,1.300*,1.300*,1.300*,1.300*,1.300,1.284*,1.268*,1.252*,1.236*,1.220,1.224*,1.228*,1.232*,1.236*,1.240,1.248*,1.256*,1.264*,1.272*,1.280,1.346*,1.412*,1.478*,1.544*,1.610,1.764*,1.918*,2.072*,2.226*,2.380,2.454*,2.528*,2.602*,2.676*,2.750,2.818*,2.886*,2.954*,3.022*,3.090,3.156*,3.222*,3.288*,3.354*,3.420,3.476*,3.532*,3.588*,3.644*,3.700,3.756*,3.812*,3.868*,3.924*,3.980,4.024*,4.068*,4.112*,4.156*,4.200,4.240*,4.280*,4.320*,4.360*,4.400,4.414*,4.428*,4.442*,4.456*,4.470,4.486*,4.502*,4.518*,4.534*,4.550,4.580*,4.610*,4.640*,4.670*,4.700,4.740*,4.780*,4.820*,4.860*,4.900,4.956*,5.012*,5.068*,5.124*,5.180,5.186*,5.192*,5.198*,5.204*,5.210,5.546*,5.882*,6.218*,6.554*,6.890,7.186*,7.482*,7.778*,8.074*,8.370,8.280*,8.190*,8.100*,8.010*,7.920,8.108*,8.296*,8.484*,8.672*,8.860,9.066*,9.272*,9.478*,9.684*,9.890,9.942*,9.994*,10.046*,10.098*,10.150,10.214*,10.278*,10.342*,10.406*,10.470,
Lithuania,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.440,12.452*,12.464*,12.476*,12.488*,12.500,
Ghana,0.010,0.012*,0.014*,0.016*,0.018*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.020*,0.020*,0.020*,0.020*,0.020,0.022*,0.024*,0.026*,0.028*,0.030,0.032*,0.034*,0.036*,0.038*,0.040,0.042*,0.044*,0.046*,0.048*,0.050,0.060*,0.070*,0.080*,0.090*,0.100,0.110*,0.120*,0.130*,0.140*,0.150,0.158*,0.166*,0.174*,0.182*,0.190,0.206*,0.222*,0.238*,0.254*,0.270,0.280*,0.290*,0.300*,0.310*,0.320,0.328*,0.336*,0.344*,0.352*,0.360,0.378*,0.396*,0.414*,0.432*,0.450,0.462*,0.474*,0.486*,0.498*,0.510,0.520*,0.530*,0.540*,0.550*,0.560,0.588*,0.616*,0.644*,0.672*,0.700,0.726*,0.752*,0.778*,0.804*,0.830,0.884*,0.938*,0.992*,1.046*,1.100,1.286*,1.472*,1.658*,1.844*,2.030,2.294*,2.558*,2.822*,3.086*,3.350,3.526*,3.702*,3.878*,4.054*,4.230,4.370*,4.510*,4.650*,4.790*,4.930,5.070*,5.210*,5.350*,5.490*,5.630,5.714*,5.798*,5.882*,5.966*,6.050,6.094*,6.138*,6.182*,6.226*,6.270,6.350*,6.430*,6.510*,6.590*,6.670,6.792*,6.914*,7.036*,7.158*,7.280,7.356*,7.432*,7.508*,7.584*,7.660,7.672*,7.684*,7.696*,7.708*,7.720,7.854*,7.988*,8.122*,8.256*,8.390,
Slovenia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.950,11.972*,11.994*,12.016*,12.038*,12.060,
